"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","TradeFlowName","TradeFlowCode","2013 in 1000 USD ","2014 in 1000 USD ","2015 in 1000 USD ","2016 in 1000 USD "
"H4","ARG","330530","Argentina","WLD"," World","Export",6,1097.13,838.075,989.923,536.853
"H4","ARG","330590","Argentina","WLD"," World","Export",6,36598.503,32406.381,30993.11,32801.261
"H4","ARG","330610","Argentina","WLD"," World","Export",6,5877.472,2358.283,2817.255,1342.286
"H4","ARG","330690","Argentina","WLD"," World","Export",6,939.726,273.505,453.513,1848.915
"H4","ARG","330710","Argentina","WLD"," World","Export",6,12520.589,11215.468,7282.304,6320.073
"H4","ARG","330720","Argentina","WLD"," World","Export",6,342433.888,362514.453,303645.486,196349.621
"H4","ARG","330730","Argentina","WLD"," World","Export",6,1386.25,1059.549,942.372,808.622
"H4","ARG","330741","Argentina","WLD"," World","Export",6,27.654,32.18,28.267,30.221
"H4","ARG","330749","Argentina","WLD"," World","Export",6,24567.751,16775.931,14486.985,13169.147
"H4","ARG","330790","Argentina","WLD"," World","Export",6,4935.954,5010.528,4825.695,3452.274
"H4","ARG","340111","Argentina","WLD"," World","Export",6,23311.422,18690.78,20397.437,17870.956
"H4","ARG","340119","Argentina","WLD"," World","Export",6,3981.848,3308.814,2804.2,2207.791
"H4","ARG","340120","Argentina","WLD"," World","Export",6,1005.621,1356.638,1296.024,736.919
"H4","ARG","340130","Argentina","WLD"," World","Export",6,1924.708,1290.991,1112.965,1112.156
"H4","ARG","340211","Argentina","WLD"," World","Export",6,8570.987,7837.21,10442.291,9439.374
"H4","ARG","340212","Argentina","WLD"," World","Export",6,1464.122,1355.952,776.262,1699.465
"H4","ARG","340213","Argentina","WLD"," World","Export",6,7071.643,6788.257,5970.531,4711.897
"H4","ARG","340219","Argentina","WLD"," World","Export",6,757.191,791.938,524.959,319.9
"H4","ARG","340220","Argentina","WLD"," World","Export",6,93392.615,71800.059,59317.645,47905.85
"H4","ARG","340290","Argentina","WLD"," World","Export",6,11802.372,12194.585,12345.038,12860.014
"H4","ARG","340311","Argentina","WLD"," World","Export",6,6260.597,4485.795,1168.97,624.889
"H4","ARG","340319","Argentina","WLD"," World","Export",6,6875.733,2925.188,2386.186,2105.903
"H4","ARG","340391","Argentina","WLD"," World","Export",6,3361.804,3248.69,1955.579,2883.395
"H4","ARG","340399","Argentina","WLD"," World","Export",6,11332.839,11328.68,5176.936,9164.693
"H4","ARG","340420","Argentina","WLD"," World","Export",6,149.739,74.2,52.849,2.816
"H4","ARG","340490","Argentina","WLD"," World","Export",6,1441.592,1494.819,791.425,659.772
"H4","ARG","340510","Argentina","WLD"," World","Export",6,918.589,958.151,1031.682,913.909
"H4","ARG","340520","Argentina","WLD"," World","Export",6,1661.158,1563.51,1465.863,1196.159
"H4","ARG","340530","Argentina","WLD"," World","Export",6,293.21,266.59,285.109,258.884
"H4","ARG","340540","Argentina","WLD"," World","Export",6,8229.196,8352.028,7353.228,7552.151
"H4","ARG","340590","Argentina","WLD"," World","Export",6,6407.267,6002.228,6640.029,5023.287
"H4","ARG","340600","Argentina","WLD"," World","Export",6,283.192,320.991,313.466,245.303
"H4","ARG","340700","Argentina","WLD"," World","Export",6,826.47,730.559,933.893,843.805
"H4","ARG","350110","Argentina","WLD"," World","Export",6,76678.626,60439.244,52164.27,19647.848
"H4","ARG","350190","Argentina","WLD"," World","Export",6,183.949,261.39,595.323,75.069
"H4","ARG","350211","Argentina","WLD"," World","Export",6,9718.057,10396.015,9405.759,4415.027
"H4","ARG","350220","Argentina","WLD"," World","Export",6,27433.124,24526.856,23536.092,26611.399
"H4","ARG","350290","Argentina","WLD"," World","Export",6,2442.715,3683.061,2806.209,3149.181
"H4","ARG","350300","Argentina","WLD"," World","Export",6,71628.351,61014.201,54545.126,47461.188
"H4","ARG","350400","Argentina","WLD"," World","Export",6,804.424,425.884,3608.654,15064.584
"H4","ARG","350510","Argentina","WLD"," World","Export",6,10296.29,9231.917,7407.289,4831.815
"H4","ARG","350520","Argentina","WLD"," World","Export",6,129.681,175.577,418.609,66.103
"H4","ARG","350610","Argentina","WLD"," World","Export",6,3074.058,3091.89,1826.502,1826.464
"H4","ARG","350691","Argentina","WLD"," World","Export",6,70669.451,67362.179,66919.067,44693.071
"H4","ARG","350699","Argentina","WLD"," World","Export",6,484.083,504.659,288.087,296.105
"H4","ARG","350710","Argentina","WLD"," World","Export",6,114.664,97.586,69.98,60.074
"H4","ARG","350790","Argentina","WLD"," World","Export",6,73450.002,68991.806,74525.635,65458.577
"H4","ARG","360100","Argentina","WLD"," World","Export",6,,,101,
"H4","ARG","360200","Argentina","WLD"," World","Export",6,4701.28,3249.048,3402.991,925.311
"H4","ARG","360300","Argentina","WLD"," World","Export",6,198.019,526.817,484.976,72.088
"H4","ARG","360410","Argentina","WLD"," World","Export",6,21.092,,,
"H4","ARG","360500","Argentina","WLD"," World","Export",6,67.065,99.933,57.83,72.214
"H4","ARG","360610","Argentina","WLD"," World","Export",6,11.702,,,
"H4","ARG","370110","Argentina","WLD"," World","Export",6,11300.461,6162.229,4549.57,645.804
"H4","ARG","370130","Argentina","WLD"," World","Export",6,705.625,302.266,293.482,314.527
"H4","ARG","370210","Argentina","WLD"," World","Export",6,,36.799,3.705,100.026
"H4","ARG","370231","Argentina","WLD"," World","Export",6,0.025,,,
"H4","ARG","370242","Argentina","WLD"," World","Export",6,,0.15,,
"H4","ARG","370243","Argentina","WLD"," World","Export",6,363.955,17.006,2.698,6.119
"H4","ARG","370244","Argentina","WLD"," World","Export",6,668.865,57.216,3.316,
"H4","ARG","370255","Argentina","WLD"," World","Export",6,54.231,,366.44,
"H4","ARG","370297","Argentina","WLD"," World","Export",6,,,3.87,
"H4","ARG","370310","Argentina","WLD"," World","Export",6,1.423,6.846,16.967,23.775
"H4","ARG","370320","Argentina","WLD"," World","Export",6,13.674,,,
"H4","ARG","370590","Argentina","WLD"," World","Export",6,0.9,,,
"H4","ARG","370610","Argentina","WLD"," World","Export",6,3934.195,2065.231,301.065,
"H4","ARG","370690","Argentina","WLD"," World","Export",6,9.453,2.557,0.657,
"H4","ARG","370710","Argentina","WLD"," World","Export",6,1.339,13.229,7.663,0.35
"H4","ARG","370790","Argentina","WLD"," World","Export",6,1623.169,1221.831,928.013,90.978
"H4","ARG","380110","Argentina","WLD"," World","Export",6,2583.061,594.582,71.224,71.789
"H4","ARG","380120","Argentina","WLD"," World","Export",6,30.26,24.827,20.269,18.433
"H4","ARG","380130","Argentina","WLD"," World","Export",6,,188.04,148.602,171.396
"H4","ARG","380190","Argentina","WLD"," World","Export",6,2.047,39.717,3.738,3.569
"H4","ARG","380210","Argentina","WLD"," World","Export",6,73.587,72.731,89.752,82.742
"H4","ARG","380290","Argentina","WLD"," World","Export",6,4794.006,5381.419,4124.248,3105.885
"H4","ARG","380300","Argentina","WLD"," World","Export",6,,,55.171,131.933
"H4","ARG","380400","Argentina","WLD"," World","Export",6,105.811,73.355,58.752,13.83
"H4","ARG","380510","Argentina","WLD"," World","Export",6,4895.599,5789.433,6107.349,5535.452
"H4","ARG","380590","Argentina","WLD"," World","Export",6,26.892,32.815,55.18,61.506
"H4","ARG","380610","Argentina","WLD"," World","Export",6,6862.003,9306.616,15758.071,15250.52
"H4","ARG","380620","Argentina","WLD"," World","Export",6,443.469,683.803,647.563,530.567
"H4","ARG","380630","Argentina","WLD"," World","Export",6,2002.77,1954.575,1137.887,1265.858
"H4","ARG","380690","Argentina","WLD"," World","Export",6,3929.314,4444.46,3841.851,3870.198
"H4","ARG","380850","Argentina","WLD"," World","Export",6,520.787,1017.77,909.979,556.098
"H4","ARG","380891","Argentina","WLD"," World","Export",6,161833.578,152848.32,195158.912,128312.295
"H4","ARG","380892","Argentina","WLD"," World","Export",6,79167.363,104371.455,132005.425,112890.788
"H4","ARG","380893","Argentina","WLD"," World","Export",6,282768.317,267634.328,191608.208,129841.604
"H4","ARG","380894","Argentina","WLD"," World","Export",6,30181.481,28612.113,29210.99,26730.684
"H4","ARG","380899","Argentina","WLD"," World","Export",6,1438.108,883.295,825.581,1054.279
"H4","ARG","380910","Argentina","WLD"," World","Export",6,92.545,74.077,63.485,68.341
"H4","ARG","380991","Argentina","WLD"," World","Export",6,852.688,867.596,565.59,587.88
"H4","ARG","380992","Argentina","WLD"," World","Export",6,3231.237,3268.592,2647.835,2080.265
"H4","ARG","380993","Argentina","WLD"," World","Export",6,6739.622,5087.864,3389.064,3336.202
"H4","ARG","381010","Argentina","WLD"," World","Export",6,232.136,297.607,261.433,207.637
"H4","ARG","381090","Argentina","WLD"," World","Export",6,643.188,54.441,48.301,25.048
"H4","ARG","381119","Argentina","WLD"," World","Export",6,435.787,287.656,178.555,144.991
"H4","ARG","381121","Argentina","WLD"," World","Export",6,645.076,1115.952,669.103,435.818
"H4","ARG","381129","Argentina","WLD"," World","Export",6,246.9,198.088,53.328,15.032
"H4","ARG","381190","Argentina","WLD"," World","Export",6,287.455,315.234,384.106,395.177
"H4","ARG","381210","Argentina","WLD"," World","Export",6,30.542,12.019,82.071,6.443
"H4","ARG","381220","Argentina","WLD"," World","Export",6,30653.083,28704.792,12449.443,9878.231
"H4","ARG","381230","Argentina","WLD"," World","Export",6,11075.728,9274.337,9738.426,8849.258
"H4","ARG","381300","Argentina","WLD"," World","Export",6,1224.195,1812.603,2318.076,324.766
"H4","ARG","381400","Argentina","WLD"," World","Export",6,1740.505,1819.023,2047.967,672.994
"H4","ARG","381511","Argentina","WLD"," World","Export",6,,4.768,3717.855,
"H4","ARG","381512","Argentina","WLD"," World","Export",6,78605.219,98894.467,72505.042,48845.83
"H4","ARG","381519","Argentina","WLD"," World","Export",6,1538.981,1378.104,913.408,1344.583
"H4","ARG","381590","Argentina","WLD"," World","Export",6,40.42,29.588,87.314,94.854
"H4","ARG","381600","Argentina","WLD"," World","Export",6,5773.132,3669.842,3452.177,2188.39
"H4","ARG","381700","Argentina","WLD"," World","Export",6,23596.399,25382.237,28480.478,24223.855
"H4","ARG","381900","Argentina","WLD"," World","Export",6,1722.774,1592.35,1430.52,880.548
"H4","ARG","382000","Argentina","WLD"," World","Export",6,586.991,718.822,410.525,420.576
"H4","ARG","382100","Argentina","WLD"," World","Export",6,2662.52,4024.553,3654.004,4936.751
"H4","ARG","382200","Argentina","WLD"," World","Export",6,12400.294,14316.765,11705.985,11410.386
"H4","ARG","382311","Argentina","WLD"," World","Export",6,9387.662,9772.71,7089.466,10984.336
"H4","ARG","382312","Argentina","WLD"," World","Export",6,2402.449,2746.058,1469.081,1188.914
"H4","ARG","382319","Argentina","WLD"," World","Export",6,51295.423,45015.263,33196.037,55076.831
"H4","ARG","382370","Argentina","WLD"," World","Export",6,72.086,161.972,11.869,7.503
"H4","ARG","382410","Argentina","WLD"," World","Export",6,188.866,196.918,257.904,191.837
"H4","ARG","382430","Argentina","WLD"," World","Export",6,876.47,858.296,806.64,725.145
"H4","ARG","382440","Argentina","WLD"," World","Export",6,1718.352,1257.81,1274.141,985.716
"H4","ARG","382450","Argentina","WLD"," World","Export",6,5067.394,5032.391,4871.66,3525
"H4","ARG","382460","Argentina","WLD"," World","Export",6,10.49,5.564,5.204,14.946
"H4","ARG","382474","Argentina","WLD"," World","Export",6,41.971,11.572,50.534,20.019
"H4","ARG","382478","Argentina","WLD"," World","Export",6,104.639,103.527,141.165,894.269
"H4","ARG","382481","Argentina","WLD"," World","Export",6,,24.212,6.774,
"H4","ARG","382483","Argentina","WLD"," World","Export",6,,0.068,,
"H4","ARG","382490","Argentina","WLD"," World","Export",6,37172.369,45132.55,47262.028,29860.974
"H4","ARG","382550","Argentina","WLD"," World","Export",6,0.5,,,
"H4","ARG","382569","Argentina","WLD"," World","Export",6,123.642,49.084,33.424,
"H4","ARG","382600","Argentina","WLD"," World","Export",6,1055429.273,1305165.003,505608.54,1239560.258
"H4","ARG","390110","Argentina","WLD"," World","Export",6,78626.571,67588.182,48509.341,39269.91
"H4","ARG","390120","Argentina","WLD"," World","Export",6,117116.4,128721.06,105982.595,137908.38
"H4","ARG","390130","Argentina","WLD"," World","Export",6,356.85,229.028,276.091,317.463
"H4","ARG","390190","Argentina","WLD"," World","Export",6,130613.095,167841.536,106213.468,157137.128
"H4","ARG","390210","Argentina","WLD"," World","Export",6,36543.419,62866.437,49275.314,71282.42
"H4","ARG","390220","Argentina","WLD"," World","Export",6,18393.616,21815.033,22044.614,22938.893
"H4","ARG","390230","Argentina","WLD"," World","Export",6,5986.71,6641.471,4060.484,2962.931
"H4","ARG","390290","Argentina","WLD"," World","Export",6,24.33,141.543,91.441,429.873
"H4","ARG","390311","Argentina","WLD"," World","Export",6,390.666,520.76,114.596,871.285
"H4","ARG","390319","Argentina","WLD"," World","Export",6,3461.412,6690.695,5139.677,6069.955
"H4","ARG","390320","Argentina","WLD"," World","Export",6,131.426,396.486,157.48,211.394
"H4","ARG","390330","Argentina","WLD"," World","Export",6,244.734,225.575,118.262,86.283
"H4","ARG","390390","Argentina","WLD"," World","Export",6,6444.318,9261.36,6372.608,5058.599
"H4","ARG","390410","Argentina","WLD"," World","Export",6,84015.741,96602.574,73087.525,90922.882
"H4","ARG","390421","Argentina","WLD"," World","Export",6,11564.827,6985.791,2429.761,2788.356
"H4","ARG","390422","Argentina","WLD"," World","Export",6,29578.619,22054.484,12907.859,14548.515
"H4","ARG","390430","Argentina","WLD"," World","Export",6,130.669,,6.016,13.496
"H4","ARG","390440","Argentina","WLD"," World","Export",6,4.411,,2.76,
"H4","ARG","390450","Argentina","WLD"," World","Export",6,4.95,17.576,4.656,6.576
"H4","ARG","390461","Argentina","WLD"," World","Export",6,79.011,3.43,0.045,19.398
"H4","ARG","390469","Argentina","WLD"," World","Export",6,32.096,5.681,11.312,12.27
"H4","ARG","390512","Argentina","WLD"," World","Export",6,336.194,201.531,156.92,128.458
"H4","ARG","390521","Argentina","WLD"," World","Export",6,807.876,536.461,665.996,1374.932
"H4","ARG","390529","Argentina","WLD"," World","Export",6,10.64,0.179,,97.311
"H4","ARG","390530","Argentina","WLD"," World","Export",6,145.024,157.784,130.372,168.276
"H4","ARG","390591","Argentina","WLD"," World","Export",6,,7.35,24.15,
"H4","ARG","390599","Argentina","WLD"," World","Export",6,236.733,83.482,71.992,253.642
"H4","ARG","390610","Argentina","WLD"," World","Export",6,245.968,287.659,218.317,203.872
"H4","ARG","390690","Argentina","WLD"," World","Export",6,8489.689,8477.521,7294.937,5133.806
"H4","ARG","390710","Argentina","WLD"," World","Export",6,226.409,232.74,88.647,79.25
"H4","ARG","390720","Argentina","WLD"," World","Export",6,9281.674,14908.81,13521.418,14598.788
"H4","ARG","390730","Argentina","WLD"," World","Export",6,544.354,1236.305,804.846,486.407
"H4","ARG","390740","Argentina","WLD"," World","Export",6,1180.009,962.929,916.049,1103.812
"H4","ARG","390750","Argentina","WLD"," World","Export",6,12007.433,9534.781,8732.379,6595.768
"H4","ARG","390760","Argentina","WLD"," World","Export",6,47229.683,35614.891,11819.135,11413.113
"H4","ARG","390770","Argentina","WLD"," World","Export",6,,,,54.827
"H4","ARG","390791","Argentina","WLD"," World","Export",6,5228.257,2862.731,2263.743,1968.95
"H4","ARG","390799","Argentina","WLD"," World","Export",6,7162.955,4661.361,3247.721,2456.913
"H4","ARG","390810","Argentina","WLD"," World","Export",6,94784.16,75962.913,42283.243,8545.987
"H4","ARG","390890","Argentina","WLD"," World","Export",6,2284.083,3228.686,2817.31,2963.694
"H4","ARG","390910","Argentina","WLD"," World","Export",6,2128.986,1364.18,79.979,112.052
"H4","ARG","390920","Argentina","WLD"," World","Export",6,161.919,215.194,171.606,174.902
"H4","ARG","390930","Argentina","WLD"," World","Export",6,751.455,538.977,755.685,440.012
"H4","ARG","390940","Argentina","WLD"," World","Export",6,5647.28,5788.209,3855.099,3588.679
"H4","ARG","390950","Argentina","WLD"," World","Export",6,4405.681,4203.208,4046.423,3167.67
"H4","ARG","391000","Argentina","WLD"," World","Export",6,833.971,790.226,665.347,764.493
"H4","ARG","391110","Argentina","WLD"," World","Export",6,123.561,50.329,99.023,372.5
"H4","ARG","391190","Argentina","WLD"," World","Export",6,579.534,883.844,650.709,622.655
"H4","ARG","391211","Argentina","WLD"," World","Export",6,0.001,,,
"H4","ARG","391220","Argentina","WLD"," World","Export",6,,,2.346,
"H4","ARG","391231","Argentina","WLD"," World","Export",6,118.186,51.888,247.189,335.294
"H4","ARG","391239","Argentina","WLD"," World","Export",6,571.621,529.732,698.012,923.394
"H4","ARG","391290","Argentina","WLD"," World","Export",6,225.903,312.025,5.217,3.582
"H4","ARG","391310","Argentina","WLD"," World","Export",6,10.39,8.989,6.817,9.003
"H4","ARG","391390","Argentina","WLD"," World","Export",6,11696.788,16133.765,16785.242,17469.59
"H4","ARG","391400","Argentina","WLD"," World","Export",6,73.577,84.938,123.965,201.435
"H4","ARG","391510","Argentina","WLD"," World","Export",6,810.047,1898.735,238.385,13.269
"H4","ARG","391590","Argentina","WLD"," World","Export",6,13440.317,7940.416,4241.662,2592.221
"H4","ARG","391610","Argentina","WLD"," World","Export",6,140.693,201.997,154.905,86.463
"H4","ARG","391620","Argentina","WLD"," World","Export",6,4864.95,4845.388,4915.771,3773.722
"H4","ARG","391690","Argentina","WLD"," World","Export",6,806.099,794.102,895.853,616.623
"H4","ARG","391710","Argentina","WLD"," World","Export",6,163.531,300.889,148.567,149.846
"H4","ARG","391721","Argentina","WLD"," World","Export",6,889.325,841.184,540.551,553.396
"H4","ARG","391722","Argentina","WLD"," World","Export",6,14081.172,13569.63,10093.859,8401.942
"H4","ARG","391723","Argentina","WLD"," World","Export",6,2532.52,1301.323,910.37,436.326
"H4","ARG","391729","Argentina","WLD"," World","Export",6,14344.198,11742.328,1033.424,6345.967
"H4","ARG","391731","Argentina","WLD"," World","Export",6,65.909,13.911,13.659,11.993
"H4","ARG","391732","Argentina","WLD"," World","Export",6,52826.339,61816.663,46417.139,44972.914
"H4","ARG","391733","Argentina","WLD"," World","Export",6,764.41,811.096,611.147,639.289
"H4","ARG","391739","Argentina","WLD"," World","Export",6,2347.972,2591.633,1812.517,964.843
"H4","ARG","391740","Argentina","WLD"," World","Export",6,24518.115,21846.599,16627.154,15712.432
"H4","ARG","391810","Argentina","WLD"," World","Export",6,24.42,32.026,8.142,23.969
"H4","ARG","391890","Argentina","WLD"," World","Export",6,19.625,5.996,12.229,23.493
"H4","ARG","391910","Argentina","WLD"," World","Export",6,18113.996,20778.654,10164.84,5815.65
"H4","ARG","391990","Argentina","WLD"," World","Export",6,5696.152,6409.553,10983.765,11584.042
"H4","ARG","392010","Argentina","WLD"," World","Export",6,95669.929,88995.418,75027.229,55959.636
"H4","ARG","392020","Argentina","WLD"," World","Export",6,19408.529,13396.768,6088.66,8912.258
"H4","ARG","392030","Argentina","WLD"," World","Export",6,15110.832,16358.722,10110.995,7000.388
"H4","ARG","392043","Argentina","WLD"," World","Export",6,11201.414,12679.004,10781.502,8889.43
"H4","ARG","392049","Argentina","WLD"," World","Export",6,10500.333,8624.316,8931.71,12808.807
"H4","ARG","392051","Argentina","WLD"," World","Export",6,914.459,789.814,361.06,392.049
"H4","ARG","392059","Argentina","WLD"," World","Export",6,9.516,2.264,0.889,6.923
"H4","ARG","392061","Argentina","WLD"," World","Export",6,357.198,145.219,166.28,29.153
"H4","ARG","392062","Argentina","WLD"," World","Export",6,904.702,515.975,1196.789,1251.331
"H4","ARG","392063","Argentina","WLD"," World","Export",6,0.523,,,4.46
"H4","ARG","392069","Argentina","WLD"," World","Export",6,11.137,16.128,1.264,2.972
"H4","ARG","392071","Argentina","WLD"," World","Export",6,368.102,235.518,34.696,106.993
"H4","ARG","392073","Argentina","WLD"," World","Export",6,,3.116,,
"H4","ARG","392079","Argentina","WLD"," World","Export",6,2.835,0.049,0.056,1.621
"H4","ARG","392091","Argentina","WLD"," World","Export",6,75.708,7.2,48.815,171.875
"H4","ARG","392092","Argentina","WLD"," World","Export",6,2737.486,2149.132,1219.085,470.275
"H4","ARG","392094","Argentina","WLD"," World","Export",6,0.354,,,
"H4","ARG","392099","Argentina","WLD"," World","Export",6,45.014,104.977,35.858,193.426
"H4","ARG","392111","Argentina","WLD"," World","Export",6,120.101,60.892,49.192,67.451
"H4","ARG","392112","Argentina","WLD"," World","Export",6,108.019,28.412,44.758,7.992
"H4","ARG","392113","Argentina","WLD"," World","Export",6,582.279,384.238,517.735,278.998
"H4","ARG","392114","Argentina","WLD"," World","Export",6,21.042,26.492,24.537,29.155
"H4","ARG","392119","Argentina","WLD"," World","Export",6,2292.718,1962.223,2157.562,1591.929
"H4","ARG","392190","Argentina","WLD"," World","Export",6,12679.036,9624.994,4870.567,3584.266
"H4","ARG","392210","Argentina","WLD"," World","Export",6,381.49,206.481,244.688,222.69
"H4","ARG","392220","Argentina","WLD"," World","Export",6,113.263,81.834,61.691,62.025
"H4","ARG","392290","Argentina","WLD"," World","Export",6,224.374,243.218,177.318,183.083
"H4","ARG","392310","Argentina","WLD"," World","Export",6,14383.974,16508.197,17035.663,11843.209
"H4","ARG","392321","Argentina","WLD"," World","Export",6,14852.759,17464.653,15504.591,13576.182
"H4","ARG","392329","Argentina","WLD"," World","Export",6,10308.889,9309.552,7716.154,6206.203
"H4","ARG","392330","Argentina","WLD"," World","Export",6,57989.881,48710.441,36394.964,25174.134
"H4","ARG","392340","Argentina","WLD"," World","Export",6,139.98,111.643,103.31,128.712
"H4","ARG","392350","Argentina","WLD"," World","Export",6,25506.068,22742.367,19105.719,17511.843
"H4","ARG","392390","Argentina","WLD"," World","Export",6,28829.169,28065.079,24727.496,21558.817
"H4","ARG","392410","Argentina","WLD"," World","Export",6,10736.745,7734.186,5522.379,5264.721
"H4","ARG","392490","Argentina","WLD"," World","Export",6,1792.063,1796.365,1481.475,974.026
"H4","ARG","392510","Argentina","WLD"," World","Export",6,836.469,559.555,396.929,442.325
"H4","ARG","392520","Argentina","WLD"," World","Export",6,309.884,300.515,441.071,82.029
"H4","ARG","392530","Argentina","WLD"," World","Export",6,579.225,269.399,231.099,199.374
"H4","ARG","392590","Argentina","WLD"," World","Export",6,6758.22,6322.874,5990.771,5036.708
"H4","ARG","392610","Argentina","WLD"," World","Export",6,143.173,92.339,34.757,63.355
"H4","ARG","392620","Argentina","WLD"," World","Export",6,538.69,443.105,323.316,351.639
"H4","ARG","392630","Argentina","WLD"," World","Export",6,8233.964,4227.421,1849.831,1393.413
"H4","ARG","392640","Argentina","WLD"," World","Export",6,500.553,229.209,374.617,165.455
"H4","ARG","392690","Argentina","WLD"," World","Export",6,33288.435,25635.182,20843.412,19680.596
"H4","ARG","400110","Argentina","WLD"," World","Export",6,18.478,0.029,26.525,67.837
"H4","ARG","400121","Argentina","WLD"," World","Export",6,77.105,,,21.798
"H4","ARG","400122","Argentina","WLD"," World","Export",6,29.529,3.465,10.169,341.17
"H4","ARG","400129","Argentina","WLD"," World","Export",6,20.38,27.899,13.445,15.436
"H4","ARG","400211","Argentina","WLD"," World","Export",6,243.149,99.795,58.722,48.767
"H4","ARG","400219","Argentina","WLD"," World","Export",6,59378.073,40401.363,19985.72,15375.515
"H4","ARG","400220","Argentina","WLD"," World","Export",6,80.856,155.302,0.09,0.75
"H4","ARG","400231","Argentina","WLD"," World","Export",6,34.117,4.355,0.473,0.35
"H4","ARG","400239","Argentina","WLD"," World","Export",6,227.833,1.891,1.226,192.76
"H4","ARG","400249","Argentina","WLD"," World","Export",6,27.066,9.459,15.656,22.924
"H4","ARG","400251","Argentina","WLD"," World","Export",6,2.1,0.528,,
"H4","ARG","400259","Argentina","WLD"," World","Export",6,2385.323,2122.515,1024.151,591.275
"H4","ARG","400260","Argentina","WLD"," World","Export",6,,172.638,,
"H4","ARG","400270","Argentina","WLD"," World","Export",6,41.491,22.302,23.244,18.629
"H4","ARG","400280","Argentina","WLD"," World","Export",6,142.709,120.044,81.158,72.076
"H4","ARG","400291","Argentina","WLD"," World","Export",6,41.145,2.2,,
"H4","ARG","400299","Argentina","WLD"," World","Export",6,269.588,93.297,274.877,384.545
"H4","ARG","400300","Argentina","WLD"," World","Export",6,,,3.595,
"H4","ARG","400400","Argentina","WLD"," World","Export",6,34.305,16.264,121.914,154.085
"H4","ARG","400510","Argentina","WLD"," World","Export",6,467.104,2661.981,404.431,899.035
"H4","ARG","400520","Argentina","WLD"," World","Export",6,2.628,9.586,10.754,22.911
"H4","ARG","400591","Argentina","WLD"," World","Export",6,22037.742,19655.893,16212.056,17158.384
"H4","ARG","400599","Argentina","WLD"," World","Export",6,166.257,138.714,181.875,91.488
"H4","ARG","400610","Argentina","WLD"," World","Export",6,,0.181,,
"H4","ARG","400690","Argentina","WLD"," World","Export",6,259.179,1438.681,1064.158,21.464
"H4","ARG","400700","Argentina","WLD"," World","Export",6,19.199,31.069,12.559,4.208
"H4","ARG","400811","Argentina","WLD"," World","Export",6,115.812,17.414,6.348,10.768
"H4","ARG","400819","Argentina","WLD"," World","Export",6,99.972,48.661,26.233,68.166
"H4","ARG","400821","Argentina","WLD"," World","Export",6,109.577,221.795,55.991,30.57
"H4","ARG","400829","Argentina","WLD"," World","Export",6,609.671,343.061,205.413,160.221
"H4","ARG","400911","Argentina","WLD"," World","Export",6,777.186,675.623,418.428,445.347
"H4","ARG","400912","Argentina","WLD"," World","Export",6,393.198,84.735,28.591,24.747
"H4","ARG","400921","Argentina","WLD"," World","Export",6,449.986,382.007,162.652,127.08
"H4","ARG","400922","Argentina","WLD"," World","Export",6,1437.339,949.887,910.607,576.212
"H4","ARG","400931","Argentina","WLD"," World","Export",6,6162.936,6184.377,4183.698,4212.597
"H4","ARG","400932","Argentina","WLD"," World","Export",6,1555.466,956.489,498.313,612.073
"H4","ARG","400941","Argentina","WLD"," World","Export",6,9463.897,8203.477,6062.182,3136.127
"H4","ARG","400942","Argentina","WLD"," World","Export",6,765.398,1471.902,1061.173,1176.357
"H4","ARG","401011","Argentina","WLD"," World","Export",6,,13.988,0.692,0.1
"H4","ARG","401012","Argentina","WLD"," World","Export",6,218.221,151.844,80.019,62.177
"H4","ARG","401019","Argentina","WLD"," World","Export",6,45.015,71.082,64.702,30.235
"H4","ARG","401031","Argentina","WLD"," World","Export",6,6056.985,6024.823,4962.615,3799.934
"H4","ARG","401032","Argentina","WLD"," World","Export",6,384.415,417.279,332.306,125.9
"H4","ARG","401033","Argentina","WLD"," World","Export",6,1550.9,1374.333,1632.511,1021.02
"H4","ARG","401034","Argentina","WLD"," World","Export",6,29.696,12.78,4.589,7.426
"H4","ARG","401035","Argentina","WLD"," World","Export",6,18901.811,16048.701,13682.335,9019.645
"H4","ARG","401036","Argentina","WLD"," World","Export",6,492.015,993.776,1044.589,543.491
"H4","ARG","401039","Argentina","WLD"," World","Export",6,876.441,645.436,571.373,818.18
"H4","ARG","401110","Argentina","WLD"," World","Export",6,144285.754,136623.941,99856.611,110174.315
"H4","ARG","401120","Argentina","WLD"," World","Export",6,38060.669,40622.587,17481.06,43344.359
"H4","ARG","401130","Argentina","WLD"," World","Export",6,,8.25,,
"H4","ARG","401140","Argentina","WLD"," World","Export",6,17.6,,0.265,15.988
"H4","ARG","401161","Argentina","WLD"," World","Export",6,8711.524,7865.567,1391.219,2125.365
"H4","ARG","401162","Argentina","WLD"," World","Export",6,175.679,206.416,153.611,22.501
"H4","ARG","401163","Argentina","WLD"," World","Export",6,33.068,137.667,90.518,59.159
"H4","ARG","401169","Argentina","WLD"," World","Export",6,1.524,49.479,48.514,16.352
"H4","ARG","401192","Argentina","WLD"," World","Export",6,1491.259,1520.674,768.045,587.069
"H4","ARG","401193","Argentina","WLD"," World","Export",6,284.879,224.555,150.814,71.539
