"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","TradeFlowName","TradeFlowCode","2013 in 1000 USD ","2014 in 1000 USD ","2015 in 1000 USD ","2016 in 1000 USD "
"H4","ARG","850151","Argentina","WLD"," World","Export",6,162.524,265.899,205.517,167.769
"H4","ARG","850152","Argentina","WLD"," World","Export",6,587.694,373.51,531.684,361.567
"H4","ARG","850153","Argentina","WLD"," World","Export",6,770.83,1120.397,191.548,231.948
"H4","ARG","850161","Argentina","WLD"," World","Export",6,1509.955,913.291,127.107,298.059
"H4","ARG","850162","Argentina","WLD"," World","Export",6,3941.594,2219.413,447.549,736.268
"H4","ARG","850163","Argentina","WLD"," World","Export",6,267.433,910.427,239.694,378.137
"H4","ARG","850164","Argentina","WLD"," World","Export",6,,528.088,80.637,7.342
"H4","ARG","850211","Argentina","WLD"," World","Export",6,2419.139,338.374,221.179,382.128
"H4","ARG","850212","Argentina","WLD"," World","Export",6,5269.663,894.138,2333.753,901.96
"H4","ARG","850213","Argentina","WLD"," World","Export",6,9523.602,3623.822,6188.132,2074.062
"H4","ARG","850220","Argentina","WLD"," World","Export",6,5509.924,3884.419,2368.316,2494.516
"H4","ARG","850231","Argentina","WLD"," World","Export",6,38,58.948,7.446,2.79
"H4","ARG","850239","Argentina","WLD"," World","Export",6,,3735.898,59.714,9.8
"H4","ARG","850240","Argentina","WLD"," World","Export",6,4.02,0.546,3.75,
"H4","ARG","850300","Argentina","WLD"," World","Export",6,17385.354,3131.926,2147.517,1057.715
"H4","ARG","850410","Argentina","WLD"," World","Export",6,3513.16,2870.716,1010.204,639.703
"H4","ARG","850421","Argentina","WLD"," World","Export",6,13455.372,8693.848,6168.613,3977.247
"H4","ARG","850422","Argentina","WLD"," World","Export",6,2022.985,4325.449,1669.613,1193.821
"H4","ARG","850423","Argentina","WLD"," World","Export",6,2376.272,1701.086,0.949,2340.313
"H4","ARG","850431","Argentina","WLD"," World","Export",6,1922.163,844.046,714.332,709.462
"H4","ARG","850432","Argentina","WLD"," World","Export",6,106.444,18.996,45.128,35.65
"H4","ARG","850433","Argentina","WLD"," World","Export",6,750.477,266.737,50.586,138.418
"H4","ARG","850434","Argentina","WLD"," World","Export",6,1244.916,2460.077,236.346,16.813
"H4","ARG","850440","Argentina","WLD"," World","Export",6,10786.294,6486.212,3984.172,3706.907
"H4","ARG","850450","Argentina","WLD"," World","Export",6,132.494,283.328,406.783,102.709
"H4","ARG","850490","Argentina","WLD"," World","Export",6,1554.738,1197.507,1270.159,1312.716
"H4","ARG","850511","Argentina","WLD"," World","Export",6,19.763,5.804,8.534,12.87
"H4","ARG","850519","Argentina","WLD"," World","Export",6,55.881,68.071,48.448,516.892
"H4","ARG","850520","Argentina","WLD"," World","Export",6,506.439,261.426,219.913,219.753
"H4","ARG","850590","Argentina","WLD"," World","Export",6,477.728,317.794,399.744,435.413
"H4","ARG","850610","Argentina","WLD"," World","Export",6,43.026,43.355,25.552,15.29
"H4","ARG","850640","Argentina","WLD"," World","Export",6,,,,1.149
"H4","ARG","850650","Argentina","WLD"," World","Export",6,12.439,15.636,22.445,37.544
"H4","ARG","850660","Argentina","WLD"," World","Export",6,,,,0.139
"H4","ARG","850680","Argentina","WLD"," World","Export",6,1.266,6.221,1.405,2.768
"H4","ARG","850710","Argentina","WLD"," World","Export",6,2193.915,1227.363,1490.311,913.591
"H4","ARG","850720","Argentina","WLD"," World","Export",6,2785.25,3076.655,213.614,76.675
"H4","ARG","850730","Argentina","WLD"," World","Export",6,6.641,11.801,5.974,7.568
"H4","ARG","850750","Argentina","WLD"," World","Export",6,11.95,11.17,8.169,58.819
"H4","ARG","850760","Argentina","WLD"," World","Export",6,195.487,308.069,307.772,569.049
"H4","ARG","850780","Argentina","WLD"," World","Export",6,141.482,11.392,10.091,65.841
"H4","ARG","850790","Argentina","WLD"," World","Export",6,852.716,720.936,1079.168,756.987
"H4","ARG","850811","Argentina","WLD"," World","Export",6,46.67,48.863,72.646,71.732
"H4","ARG","850819","Argentina","WLD"," World","Export",6,79.201,99.989,68.752,59.874
"H4","ARG","850860","Argentina","WLD"," World","Export",6,57.098,5.893,,40.829
"H4","ARG","850870","Argentina","WLD"," World","Export",6,12.177,12.489,22.628,17.178
"H4","ARG","850940","Argentina","WLD"," World","Export",6,106.742,105.447,85.152,129.223
"H4","ARG","850980","Argentina","WLD"," World","Export",6,32.99,56.699,21.837,23.472
"H4","ARG","850990","Argentina","WLD"," World","Export",6,14.683,1.541,26.536,1.805
"H4","ARG","851010","Argentina","WLD"," World","Export",6,9.118,4.999,18.545,48.032
"H4","ARG","851020","Argentina","WLD"," World","Export",6,17.392,38.88,9.31,79.46
"H4","ARG","851030","Argentina","WLD"," World","Export",6,0.268,4.733,2.026,37.825
"H4","ARG","851090","Argentina","WLD"," World","Export",6,43.892,10.959,5.968,11.587
"H4","ARG","851110","Argentina","WLD"," World","Export",6,145.7,80.664,50.427,58.562
"H4","ARG","851120","Argentina","WLD"," World","Export",6,0.446,23.226,0.025,0.048
"H4","ARG","851130","Argentina","WLD"," World","Export",6,664.812,516.431,479.381,436.735
"H4","ARG","851140","Argentina","WLD"," World","Export",6,975.156,623.071,621.971,148.88
"H4","ARG","851150","Argentina","WLD"," World","Export",6,438.13,780.556,595.797,123.165
"H4","ARG","851180","Argentina","WLD"," World","Export",6,2453.729,2207.356,1423.297,1116.91
"H4","ARG","851190","Argentina","WLD"," World","Export",6,847.14,449.102,224.937,114.495
"H4","ARG","851210","Argentina","WLD"," World","Export",6,,,,0.255
"H4","ARG","851220","Argentina","WLD"," World","Export",6,8320.442,7468.481,5064.42,4753.343
"H4","ARG","851230","Argentina","WLD"," World","Export",6,1443.623,851.891,698.895,718.451
"H4","ARG","851240","Argentina","WLD"," World","Export",6,4612.62,1377.243,745.955,38.507
"H4","ARG","851290","Argentina","WLD"," World","Export",6,867.064,576.981,596.395,561.001
"H4","ARG","851310","Argentina","WLD"," World","Export",6,9.633,97.107,9.224,24.247
"H4","ARG","851390","Argentina","WLD"," World","Export",6,0.039,0.022,0.251,
"H4","ARG","851410","Argentina","WLD"," World","Export",6,808.834,734.245,981.181,1083.39
"H4","ARG","851430","Argentina","WLD"," World","Export",6,442.604,88.508,15.025,11.239
"H4","ARG","851440","Argentina","WLD"," World","Export",6,7.877,2.452,0.952,0.08
"H4","ARG","851490","Argentina","WLD"," World","Export",6,222.64,250.997,280.979,194.278
"H4","ARG","851511","Argentina","WLD"," World","Export",6,1.659,21.585,3.585,2.612
"H4","ARG","851519","Argentina","WLD"," World","Export",6,1.301,0.75,0.018,5.78
"H4","ARG","851521","Argentina","WLD"," World","Export",6,42.5,36.2,,45.908
"H4","ARG","851529","Argentina","WLD"," World","Export",6,,0.725,,
"H4","ARG","851531","Argentina","WLD"," World","Export",6,791.731,397.185,468.466,939.599
"H4","ARG","851539","Argentina","WLD"," World","Export",6,170.508,1111.611,949.363,395.89
"H4","ARG","851580","Argentina","WLD"," World","Export",6,961.152,731.248,510.897,384.661
"H4","ARG","851590","Argentina","WLD"," World","Export",6,452.266,401.229,316.812,234.409
"H4","ARG","851610","Argentina","WLD"," World","Export",6,255.351,283.88,394.143,665.316
"H4","ARG","851621","Argentina","WLD"," World","Export",6,0.004,1.621,,0.596
"H4","ARG","851629","Argentina","WLD"," World","Export",6,285.173,96.641,184.188,140.08
"H4","ARG","851631","Argentina","WLD"," World","Export",6,979.866,287.015,228.937,68.065
"H4","ARG","851632","Argentina","WLD"," World","Export",6,5262.943,3265.19,2527.049,1732.035
"H4","ARG","851633","Argentina","WLD"," World","Export",6,2.221,2.223,,3.306
"H4","ARG","851640","Argentina","WLD"," World","Export",6,0.145,0.192,14.943,0.045
"H4","ARG","851650","Argentina","WLD"," World","Export",6,0.379,0.54,,
"H4","ARG","851660","Argentina","WLD"," World","Export",6,136.332,10.908,34.855,65.653
"H4","ARG","851671","Argentina","WLD"," World","Export",6,81.966,48.489,0.05,58.568
"H4","ARG","851672","Argentina","WLD"," World","Export",6,1.327,0.01,0.025,8.646
"H4","ARG","851679","Argentina","WLD"," World","Export",6,683.501,768.181,503.527,194.09
"H4","ARG","851680","Argentina","WLD"," World","Export",6,506.943,532.986,472.853,458.547
"H4","ARG","851690","Argentina","WLD"," World","Export",6,52.324,391.31,771.497,1333.198
"H4","ARG","851712","Argentina","WLD"," World","Export",6,1629.015,1265.523,991.209,210.729
"H4","ARG","851718","Argentina","WLD"," World","Export",6,139.237,96.887,159.358,143.51
"H4","ARG","851761","Argentina","WLD"," World","Export",6,10855.018,1506.447,51.148,59.763
"H4","ARG","851762","Argentina","WLD"," World","Export",6,6601.892,5994.912,4135.263,6517.247
"H4","ARG","851769","Argentina","WLD"," World","Export",6,12.079,34.011,44.858,66.97
"H4","ARG","851770","Argentina","WLD"," World","Export",6,1061.177,5023.928,1071.581,3001.124
"H4","ARG","851810","Argentina","WLD"," World","Export",6,10.872,16.143,7.511,12.78
"H4","ARG","851821","Argentina","WLD"," World","Export",6,47.219,50.095,55.3,66.273
"H4","ARG","851822","Argentina","WLD"," World","Export",6,331.206,423.47,296.463,309.835
"H4","ARG","851829","Argentina","WLD"," World","Export",6,31.962,21.063,36.678,25.242
"H4","ARG","851830","Argentina","WLD"," World","Export",6,158.318,42.846,8.213,4.234
"H4","ARG","851840","Argentina","WLD"," World","Export",6,48.213,39.507,35.276,20.789
"H4","ARG","851850","Argentina","WLD"," World","Export",6,13.97,4.824,0.15,0.794
"H4","ARG","851890","Argentina","WLD"," World","Export",6,3.198,3.553,1.767,1.918
"H4","ARG","851920","Argentina","WLD"," World","Export",6,1.15,,,
"H4","ARG","851930","Argentina","WLD"," World","Export",6,,,0.091,
"H4","ARG","851981","Argentina","WLD"," World","Export",6,11.483,0.822,7.264,1.721
"H4","ARG","851989","Argentina","WLD"," World","Export",6,,2.257,9.053,
"H4","ARG","852190","Argentina","WLD"," World","Export",6,102.584,30.374,7.215,155.456
"H4","ARG","852290","Argentina","WLD"," World","Export",6,20.637,56.897,35.013,0.714
"H4","ARG","852321","Argentina","WLD"," World","Export",6,2025.18,1463.198,862.804,735.382
"H4","ARG","852329","Argentina","WLD"," World","Export",6,284.453,8.143,20.733,194.761
"H4","ARG","852341","Argentina","WLD"," World","Export",6,,0.013,,0.02
"H4","ARG","852349","Argentina","WLD"," World","Export",6,13977.744,9665.277,5352.271,4865.835
"H4","ARG","852351","Argentina","WLD"," World","Export",6,133.418,137.27,175.327,259.73
"H4","ARG","852352","Argentina","WLD"," World","Export",6,148.52,818.124,1358.906,1068.58
"H4","ARG","852359","Argentina","WLD"," World","Export",6,373.975,237.123,337.039,109.66
"H4","ARG","852380","Argentina","WLD"," World","Export",6,13.299,6.212,65.938,214.694
"H4","ARG","852550","Argentina","WLD"," World","Export",6,142.186,148.909,315.65,82.242
"H4","ARG","852560","Argentina","WLD"," World","Export",6,16.343,39.803,26.01,
"H4","ARG","852580","Argentina","WLD"," World","Export",6,470.236,459.127,429.084,532.801
"H4","ARG","852610","Argentina","WLD"," World","Export",6,165.955,10.423,47.806,14.713
"H4","ARG","852691","Argentina","WLD"," World","Export",6,549.688,191.494,325.21,782.548
"H4","ARG","852692","Argentina","WLD"," World","Export",6,435.333,171.475,106.379,95.746
"H4","ARG","852713","Argentina","WLD"," World","Export",6,,250.036,1.026,2.659
"H4","ARG","852719","Argentina","WLD"," World","Export",6,9.748,4.574,2.632,2.639
"H4","ARG","852721","Argentina","WLD"," World","Export",6,30961.845,34105.111,26465.404,20705.907
"H4","ARG","852729","Argentina","WLD"," World","Export",6,,6.454,42.078,38.038
"H4","ARG","852791","Argentina","WLD"," World","Export",6,0.882,,,
"H4","ARG","852799","Argentina","WLD"," World","Export",6,61.275,191.183,293.325,440.221
"H4","ARG","852841","Argentina","WLD"," World","Export",6,2.496,4.437,4.393,5.753
"H4","ARG","852849","Argentina","WLD"," World","Export",6,,1.699,6.509,1.419
"H4","ARG","852851","Argentina","WLD"," World","Export",6,120.287,127.148,89.951,66.006
"H4","ARG","852859","Argentina","WLD"," World","Export",6,232.478,143.873,93.409,119.138
"H4","ARG","852869","Argentina","WLD"," World","Export",6,167.581,88.917,25.946,30.518
"H4","ARG","852871","Argentina","WLD"," World","Export",6,263.643,36.243,13.976,0.081
"H4","ARG","852872","Argentina","WLD"," World","Export",6,5.121,212.308,33.399,85.763
"H4","ARG","852910","Argentina","WLD"," World","Export",6,5167.936,3150.865,1306.629,797.556
"H4","ARG","852990","Argentina","WLD"," World","Export",6,1138.778,344.377,349.126,964.562
"H4","ARG","853010","Argentina","WLD"," World","Export",6,12.003,,,
"H4","ARG","853080","Argentina","WLD"," World","Export",6,766.127,182.43,296.411,191.594
"H4","ARG","853090","Argentina","WLD"," World","Export",6,29.62,17.701,37.062,53.814
"H4","ARG","853110","Argentina","WLD"," World","Export",6,2151.384,1812.662,316.109,370.1
"H4","ARG","853120","Argentina","WLD"," World","Export",6,203.446,206.933,217.683,93.614
"H4","ARG","853180","Argentina","WLD"," World","Export",6,312.648,311.571,337.894,362.133
"H4","ARG","853190","Argentina","WLD"," World","Export",6,98.702,284.22,91.826,62.528
"H4","ARG","853210","Argentina","WLD"," World","Export",6,2928.511,1428.79,1281.391,1410.225
"H4","ARG","853221","Argentina","WLD"," World","Export",6,0.01,4.8,7.105,2.662
"H4","ARG","853222","Argentina","WLD"," World","Export",6,9.821,37.62,18.407,32.243
"H4","ARG","853223","Argentina","WLD"," World","Export",6,,,0.343,2.212
"H4","ARG","853224","Argentina","WLD"," World","Export",6,1.394,53.506,32.626,
"H4","ARG","853225","Argentina","WLD"," World","Export",6,24.35,17.269,8.096,16.002
"H4","ARG","853229","Argentina","WLD"," World","Export",6,54.958,2.64,31.876,3.043
"H4","ARG","853230","Argentina","WLD"," World","Export",6,170.859,20.69,24.823,0.155
"H4","ARG","853290","Argentina","WLD"," World","Export",6,,,0.2,
"H4","ARG","853310","Argentina","WLD"," World","Export",6,1.165,12.915,8.309,1.372
"H4","ARG","853321","Argentina","WLD"," World","Export",6,16.233,6.848,3.836,3.821
"H4","ARG","853329","Argentina","WLD"," World","Export",6,284.576,302.412,461.733,240.786
"H4","ARG","853331","Argentina","WLD"," World","Export",6,5.343,4.201,6.359,11.395
"H4","ARG","853339","Argentina","WLD"," World","Export",6,61.645,59.559,61.993,24.849
"H4","ARG","853340","Argentina","WLD"," World","Export",6,105.561,86.339,115.743,49.756
"H4","ARG","853390","Argentina","WLD"," World","Export",6,2.243,0.116,2.715,15.899
"H4","ARG","853400","Argentina","WLD"," World","Export",6,628.143,11.934,38.635,14.549
"H4","ARG","853510","Argentina","WLD"," World","Export",6,46.245,6.3,10.27,12.509
"H4","ARG","853521","Argentina","WLD"," World","Export",6,730.197,257.083,720.276,219.745
"H4","ARG","853529","Argentina","WLD"," World","Export",6,,,0.01,
"H4","ARG","853530","Argentina","WLD"," World","Export",6,6449.518,3125.832,2021.597,2822.701
"H4","ARG","853540","Argentina","WLD"," World","Export",6,79.211,41.7,15.548,83.935
"H4","ARG","853590","Argentina","WLD"," World","Export",6,3868.669,2267.61,2258.686,2517.736
"H4","ARG","853610","Argentina","WLD"," World","Export",6,874.12,1387.625,616.527,1216.698
"H4","ARG","853620","Argentina","WLD"," World","Export",6,6431.065,7976.427,7330.024,5449.965
"H4","ARG","853630","Argentina","WLD"," World","Export",6,134.66,56.21,91.297,121.618
"H4","ARG","853641","Argentina","WLD"," World","Export",6,768.209,592.823,603.957,549.398
"H4","ARG","853649","Argentina","WLD"," World","Export",6,691.447,474.787,239.725,372.053
"H4","ARG","853650","Argentina","WLD"," World","Export",6,11737.616,8255.125,6317.811,5137.923
"H4","ARG","853661","Argentina","WLD"," World","Export",6,126.942,68.598,52.047,27.762
"H4","ARG","853669","Argentina","WLD"," World","Export",6,3277.92,3017.262,2598.939,2117.636
"H4","ARG","853670","Argentina","WLD"," World","Export",6,12.224,4.267,6.252,2.313
"H4","ARG","853690","Argentina","WLD"," World","Export",6,8233.868,5900.876,4912.859,4107.539
"H4","ARG","853710","Argentina","WLD"," World","Export",6,29178.16,15444.52,13492.944,18032.025
"H4","ARG","853720","Argentina","WLD"," World","Export",6,17866.296,11445.85,4413.346,7797.494
"H4","ARG","853810","Argentina","WLD"," World","Export",6,2774.449,1415.718,1119.505,849.327
"H4","ARG","853890","Argentina","WLD"," World","Export",6,3297.375,3177.848,1609.319,1212.273
"H4","ARG","853910","Argentina","WLD"," World","Export",6,5.51,6.604,60.316,17.151
"H4","ARG","853921","Argentina","WLD"," World","Export",6,172.936,59.956,32.122,46.254
"H4","ARG","853922","Argentina","WLD"," World","Export",6,2.027,12.048,1.437,11.443
"H4","ARG","853929","Argentina","WLD"," World","Export",6,22.794,15.791,14.82,6.315
"H4","ARG","853931","Argentina","WLD"," World","Export",6,516.481,51.372,81.843,521.42
"H4","ARG","853932","Argentina","WLD"," World","Export",6,85.384,91.198,6.484,206.381
"H4","ARG","853939","Argentina","WLD"," World","Export",6,30.789,4.708,0.325,21.919
"H4","ARG","853941","Argentina","WLD"," World","Export",6,9.803,5.96,0.381,9.568
"H4","ARG","853949","Argentina","WLD"," World","Export",6,30.987,43.302,22.06,32.39
"H4","ARG","853990","Argentina","WLD"," World","Export",6,73.625,3.966,1.66,12.618
"H4","ARG","854011","Argentina","WLD"," World","Export",6,,0.441,,
"H4","ARG","854020","Argentina","WLD"," World","Export",6,0.859,0.517,5.837,1.214
"H4","ARG","854060","Argentina","WLD"," World","Export",6,30.243,,,
"H4","ARG","854071","Argentina","WLD"," World","Export",6,0.409,0.228,25.263,2.05
"H4","ARG","854079","Argentina","WLD"," World","Export",6,,,,18.688
"H4","ARG","854081","Argentina","WLD"," World","Export",6,,,,8.142
"H4","ARG","854089","Argentina","WLD"," World","Export",6,16.897,9.717,12.199,0.89
"H4","ARG","854099","Argentina","WLD"," World","Export",6,,0.012,,
"H4","ARG","854110","Argentina","WLD"," World","Export",6,86.996,124.94,63.712,23.6
"H4","ARG","854121","Argentina","WLD"," World","Export",6,3.771,3.706,7.855,0.145
"H4","ARG","854129","Argentina","WLD"," World","Export",6,4.872,14.471,13.329,12.761
"H4","ARG","854130","Argentina","WLD"," World","Export",6,2.19,25.281,3.267,22.81
"H4","ARG","854140","Argentina","WLD"," World","Export",6,280.963,249.936,270.162,333.603
"H4","ARG","854150","Argentina","WLD"," World","Export",6,1.359,0.422,14.402,4.27
"H4","ARG","854160","Argentina","WLD"," World","Export",6,5.072,23.133,30.653,5.561
"H4","ARG","854190","Argentina","WLD"," World","Export",6,0.124,0.35,,
"H4","ARG","854231","Argentina","WLD"," World","Export",6,275.656,1005.751,524.704,694.957
"H4","ARG","854232","Argentina","WLD"," World","Export",6,32.35,559.826,1238.538,54.311
"H4","ARG","854233","Argentina","WLD"," World","Export",6,5.47,6.88,3.365,1.973
"H4","ARG","854239","Argentina","WLD"," World","Export",6,168.432,868.48,160.062,185.65
"H4","ARG","854290","Argentina","WLD"," World","Export",6,3.351,,3.396,1.431
"H4","ARG","854310","Argentina","WLD"," World","Export",6,46.775,,,
"H4","ARG","854320","Argentina","WLD"," World","Export",6,61.389,60.008,36.68,45.437
"H4","ARG","854330","Argentina","WLD"," World","Export",6,8.818,23.809,49.078,43.236
"H4","ARG","854370","Argentina","WLD"," World","Export",6,5394.213,5145.92,4576.747,4744.481
"H4","ARG","854390","Argentina","WLD"," World","Export",6,534.934,168.935,268.514,79.918
"H4","ARG","854411","Argentina","WLD"," World","Export",6,1359.031,1716.509,2323.509,1089.018
"H4","ARG","854419","Argentina","WLD"," World","Export",6,,,0.089,7.402
"H4","ARG","854420","Argentina","WLD"," World","Export",6,5714.24,3693.806,3682.808,1490.888
"H4","ARG","854430","Argentina","WLD"," World","Export",6,5434.287,5402.254,3842.985,4105.506
"H4","ARG","854442","Argentina","WLD"," World","Export",6,12247.023,5952.374,4112.537,3121.314
"H4","ARG","854449","Argentina","WLD"," World","Export",6,32103.111,26544.954,25491.327,20808.437
"H4","ARG","854460","Argentina","WLD"," World","Export",6,8581.087,7128.146,3879.011,2861.74
"H4","ARG","854470","Argentina","WLD"," World","Export",6,683.063,1731.319,329.798,35.993
"H4","ARG","854511","Argentina","WLD"," World","Export",6,36.145,43.922,35.563,21.529
"H4","ARG","854519","Argentina","WLD"," World","Export",6,23.596,71.443,20.703,25.857
"H4","ARG","854520","Argentina","WLD"," World","Export",6,39.918,35.702,25.232,55.329
"H4","ARG","854590","Argentina","WLD"," World","Export",6,9.182,10.61,11.012,13.509
"H4","ARG","854610","Argentina","WLD"," World","Export",6,1.84,1.86,0.054,2.872
"H4","ARG","854620","Argentina","WLD"," World","Export",6,23.528,120.967,78.706,40.828
"H4","ARG","854690","Argentina","WLD"," World","Export",6,2426.875,2220.181,1775.121,1460.244
"H4","ARG","854710","Argentina","WLD"," World","Export",6,19.699,22.259,29.694,11.906
"H4","ARG","854720","Argentina","WLD"," World","Export",6,570.57,528.452,500.632,427.644
"H4","ARG","854790","Argentina","WLD"," World","Export",6,38.067,20.329,61.578,79.521
"H4","ARG","854810","Argentina","WLD"," World","Export",6,,1.64,,1.438
"H4","ARG","854890","Argentina","WLD"," World","Export",6,1778.592,585.708,113.802,28.439
"H4","ARG","860210","Argentina","WLD"," World","Export",6,365.064,,,
"H4","ARG","860310","Argentina","WLD"," World","Export",6,,,,12
"H4","ARG","860400","Argentina","WLD"," World","Export",6,,,1521.683,
"H4","ARG","860719","Argentina","WLD"," World","Export",6,81.999,98.451,39.68,20.816
"H4","ARG","860729","Argentina","WLD"," World","Export",6,10625.017,8924.623,6889.04,3166.584
"H4","ARG","860730","Argentina","WLD"," World","Export",6,,37.977,298.162,
"H4","ARG","860791","Argentina","WLD"," World","Export",6,100.31,5.63,33.204,74
"H4","ARG","860799","Argentina","WLD"," World","Export",6,24.704,23.191,2.4,2.56
"H4","ARG","860800","Argentina","WLD"," World","Export",6,288.791,460.425,270.778,233.408
"H4","ARG","860900","Argentina","WLD"," World","Export",6,366.387,264.657,805.096,184.79
"H4","ARG","870110","Argentina","WLD"," World","Export",6,10.349,34.39,,
"H4","ARG","870120","Argentina","WLD"," World","Export",6,16171.102,949.185,87.95,846.015
"H4","ARG","870130","Argentina","WLD"," World","Export",6,452.814,167.993,162.972,171.399
"H4","ARG","870190","Argentina","WLD"," World","Export",6,18995.814,10578.351,1663.323,1542.238
"H4","ARG","870210","Argentina","WLD"," World","Export",6,304868.245,228418.973,115490.238,152415.453
"H4","ARG","870290","Argentina","WLD"," World","Export",6,,1.23,,
"H4","ARG","870310","Argentina","WLD"," World","Export",6,17.05,,5.762,7.738
"H4","ARG","870321","Argentina","WLD"," World","Export",6,1121162.171,1175269.704,558879.117,223589.668
"H4","ARG","870322","Argentina","WLD"," World","Export",6,1041314.947,356056.07,162713.562,356742.558
"H4","ARG","870323","Argentina","WLD"," World","Export",6,1563451.817,1130062.543,952548.917,510474.152
"H4","ARG","870324","Argentina","WLD"," World","Export",6,524.118,3057.566,430.293,9732.432
"H4","ARG","870331","Argentina","WLD"," World","Export",6,32.4,,,40.356
"H4","ARG","870332","Argentina","WLD"," World","Export",6,1895.053,1565.67,23966.393,614.612
"H4","ARG","870333","Argentina","WLD"," World","Export",6,394974.897,419392.968,216416.21,431538.827
"H4","ARG","870390","Argentina","WLD"," World","Export",6,5,,,50
"H4","ARG","870410","Argentina","WLD"," World","Export",6,931.99,,,
"H4","ARG","870421","Argentina","WLD"," World","Export",6,3489728.88,3158057.714,2510434.969,2297913.272
"H4","ARG","870422","Argentina","WLD"," World","Export",6,14700.402,6121.289,2928.973,1265.987
"H4","ARG","870423","Argentina","WLD"," World","Export",6,11873.102,3395.314,614.916,1394.566
"H4","ARG","870431","Argentina","WLD"," World","Export",6,598004.882,687664.982,486531.987,282626.555
"H4","ARG","870432","Argentina","WLD"," World","Export",6,1836,76.5,,
"H4","ARG","870490","Argentina","WLD"," World","Export",6,,1200.882,,
"H4","ARG","870510","Argentina","WLD"," World","Export",6,155.871,,249.469,60
"H4","ARG","870530","Argentina","WLD"," World","Export",6,905.336,258.478,,
"H4","ARG","870540","Argentina","WLD"," World","Export",6,216.642,,335.71,18.6
"H4","ARG","870590","Argentina","WLD"," World","Export",6,6071.719,2058.712,40046.412,1146.646
"H4","ARG","870600","Argentina","WLD"," World","Export",6,1398.279,4545.051,2832.816,767.173
"H4","ARG","870710","Argentina","WLD"," World","Export",6,28455.415,8925.758,9890.285,566.719
"H4","ARG","870790","Argentina","WLD"," World","Export",6,4956.408,2992.386,726.194,111.221
"H4","ARG","870810","Argentina","WLD"," World","Export",6,55094.758,32553.295,22900.952,17288.969
"H4","ARG","870821","Argentina","WLD"," World","Export",6,120.751,80.995,54.725,49.003
"H4","ARG","870829","Argentina","WLD"," World","Export",6,267093.805,153087.45,102680.094,94629.687
"H4","ARG","870830","Argentina","WLD"," World","Export",6,6877.928,3808.184,2949.615,2647.56
"H4","ARG","870840","Argentina","WLD"," World","Export",6,682534.351,637928.063,543887.294,451422.184
"H4","ARG","870850","Argentina","WLD"," World","Export",6,163346.202,103279.476,81677.933,58545.573
"H4","ARG","870870","Argentina","WLD"," World","Export",6,16781.434,8526.57,4801.827,3742.223
"H4","ARG","870880","Argentina","WLD"," World","Export",6,86325.376,70050.496,57618.791,50121.705
"H4","ARG","870891","Argentina","WLD"," World","Export",6,7377.406,2634.544,2203.74,1755.746
"H4","ARG","870892","Argentina","WLD"," World","Export",6,4862.029,2429.886,1809.35,784.718
"H4","ARG","870893","Argentina","WLD"," World","Export",6,7113.573,8653.482,5673.862,3338.072
"H4","ARG","870894","Argentina","WLD"," World","Export",6,10491.408,11986,13429.339,10155.09
"H4","ARG","870895","Argentina","WLD"," World","Export",6,41.975,120.883,33.932,694.951
"H4","ARG","870899","Argentina","WLD"," World","Export",6,109377.033,63907.015,33767.266,26252.645
"H4","ARG","870911","Argentina","WLD"," World","Export",6,,,,1.35
"H4","ARG","870919","Argentina","WLD"," World","Export",6,19.45,1.305,,0.9
"H4","ARG","870990","Argentina","WLD"," World","Export",6,,0.109,,
"H4","ARG","871120","Argentina","WLD"," World","Export",6,504.555,1650.449,4217.303,109.678
"H4","ARG","871130","Argentina","WLD"," World","Export",6,47.516,11.41,3.988,95.174
"H4","ARG","871140","Argentina","WLD"," World","Export",6,7.294,93.476,29.211,
"H4","ARG","871150","Argentina","WLD"," World","Export",6,,5,98,9.96
"H4","ARG","871190","Argentina","WLD"," World","Export",6,,,5,
"H4","ARG","871200","Argentina","WLD"," World","Export",6,65.865,4.708,9.074,12.322
"H4","ARG","871310","Argentina","WLD"," World","Export",6,1.973,5.394,12.395,7.488
"H4","ARG","871390","Argentina","WLD"," World","Export",6,9.14,,,
"H4","ARG","871410","Argentina","WLD"," World","Export",6,2132.861,1860.124,1403.508,1131.231
"H4","ARG","871420","Argentina","WLD"," World","Export",6,20.515,0.269,4.694,0.015
"H4","ARG","871491","Argentina","WLD"," World","Export",6,14.97,6.511,7.55,11.08
"H4","ARG","871492","Argentina","WLD"," World","Export",6,28.901,16.643,15.677,8.018
"H4","ARG","871493","Argentina","WLD"," World","Export",6,11.259,10.715,5.3,2.481
"H4","ARG","871494","Argentina","WLD"," World","Export",6,19.048,15.664,10.303,3.988
"H4","ARG","871495","Argentina","WLD"," World","Export",6,4.792,,0.375,
"H4","ARG","871496","Argentina","WLD"," World","Export",6,16.036,13.287,4.235,4.221
"H4","ARG","871499","Argentina","WLD"," World","Export",6,32.943,23.787,15.21,9.537
"H4","ARG","871500","Argentina","WLD"," World","Export",6,,,,0.48
"H4","ARG","871610","Argentina","WLD"," World","Export",6,314.14,94.958,30.94,15
"H4","ARG","871620","Argentina","WLD"," World","Export",6,13178.823,10494.067,3994.052,1948.049
